timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1754427434087,1575,BasicPatientSearch,200,OK,Thread Group 1-41,text,true,,103720,1730,120,120,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,1081,0,732
1754427433902,1808,BasicPatientSearch,200,OK,Thread Group 1-31,text,true,,103720,1730,122,122,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,1059,0,720
1754427433971,1774,BasicPatientSearch,200,OK,Thread Group 1-33,text,true,,103720,1730,124,124,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,1058,0,713
1754427433965,1788,BasicPatientSearch,200,OK,Thread Group 1-35,text,true,,103720,1730,124,124,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,1064,0,719
1754427433991,1791,BasicPatientSearch,200,OK,Thread Group 1-34,text,true,,103720,1730,125,125,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,1065,0,719
1754427434098,1779,BasicPatientSearch,200,OK,Thread Group 1-42,text,true,,103720,1730,129,129,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,1057,0,713
1754427434150,1832,BasicPatientSearch,200,OK,Thread Group 1-44,text,true,,103720,1730,136,136,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,1322,0,748
1754427434221,1877,BasicPatientSearch,200,OK,Thread Group 1-47,text,true,,103720,1730,141,141,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,1390,0,723
1754427434194,1915,BasicPatientSearch,200,OK,Thread Group 1-45,text,true,,103720,1730,141,141,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,1419,0,734
1754427434213,1968,BasicPatientSearch,200,OK,Thread Group 1-46,text,true,,103720,1730,145,145,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,1245,0,709
1754427434129,2058,BasicPatientSearch,200,OK,Thread Group 1-43,text,true,,103720,1730,145,145,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,1306,0,742
1754427434218,2094,BasicPatientSearch,200,OK,Thread Group 1-48,text,true,,103720,1730,151,151,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,1381,0,719
1754427434413,1922,BasicPatientSearch,200,OK,Thread Group 1-56,text,true,,103720,1730,151,151,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,1434,0,724
1754427434307,2222,BasicPatientSearch,200,OK,Thread Group 1-52,text,true,,103720,1730,163,163,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,1496,0,720
1754427434433,2097,BasicPatientSearch,200,OK,Thread Group 1-57,text,true,,103720,1730,163,163,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,1381,0,728
1754427434257,2437,BasicPatientSearch,200,OK,Thread Group 1-50,text,true,,103720,1730,170,170,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,1713,0,722
1754427434349,2543,BasicPatientSearch,200,OK,Thread Group 1-54,text,true,,103720,1730,181,181,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,1795,0,738
1754427434262,2641,BasicPatientSearch,200,OK,Thread Group 1-49,text,true,,103720,1730,182,182,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,1893,0,765
1754427434361,2620,BasicPatientSearch,200,OK,Thread Group 1-55,text,true,,103720,1730,184,184,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,1893,0,726
1754427434327,2754,BasicPatientSearch,200,OK,Thread Group 1-53,text,true,,103720,1730,189,189,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,2031,0,715
1754427434286,3015,BasicPatientSearch,200,OK,Thread Group 1-51,text,true,,103720,1730,200,200,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,2529,0,731
1754427434452,4475,BasicPatientSearch,200,OK,Thread Group 1-58,text,true,,103720,1730,281,281,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,3742,0,728
1754427434471,4496,BasicPatientSearch,200,OK,Thread Group 1-60,text,true,,103720,1730,283,283,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,3735,0,747
1754427434512,5608,BasicPatientSearch,200,OK,Thread Group 1-62,text,true,,103720,1730,342,342,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,5125,0,706
1754427434474,8301,BasicPatientSearch,200,OK,Thread Group 1-59,text,true,,103720,1730,475,475,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,7530,0,744
1754427434554,11277,BasicPatientSearch,200,OK,Thread Group 1-63,text,true,,103720,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,10389,0,731
1754427434551,11676,BasicPatientSearch,200,OK,Thread Group 1-64,text,true,,103720,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,10462,0,720
1754427434513,11897,BasicPatientSearch,200,OK,Thread Group 1-61,text,true,,103720,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,11070,0,764
1754427434590,11821,BasicPatientSearch,200,OK,Thread Group 1-66,text,true,,103720,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,11053,0,748
1754427442469,4290,BasicPatientSearch,200,OK,Thread Group 1-459,text,true,,103720,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,3804,0,829
1754427434570,12195,BasicPatientSearch,200,OK,Thread Group 1-65,text,true,,103720,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,11703,0,756
1754427442889,3897,BasicPatientSearch,200,OK,Thread Group 1-480,text,true,,103720,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,3411,0,917
1754427443251,3547,BasicPatientSearch,200,OK,Thread Group 1-498,text,true,,103720,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,3023,0,812
1754427434631,12185,BasicPatientSearch,200,OK,Thread Group 1-68,text,true,,103720,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,11692,0,709
1754427434690,12226,BasicPatientSearch,200,OK,Thread Group 1-71,text,true,,103720,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,11722,0,716
1754427442880,4114,BasicPatientSearch,200,OK,Thread Group 1-481,text,true,,103720,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,3368,0,863
1754427442930,4093,BasicPatientSearch,200,OK,Thread Group 1-482,text,true,,103720,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,3318,0,813
1754427442751,4272,BasicPatientSearch,200,OK,Thread Group 1-473,text,true,,103720,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,3549,0,762
1754427434598,12535,BasicPatientSearch,200,OK,Thread Group 1-67,text,true,,103720,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,11763,0,738
1754427440880,6330,BasicPatientSearch,200,OK,Thread Group 1-381,text,true,,103720,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,5780,0,4041
1754427436019,21024,BasicPatientSearch,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to dev-pm.centralus.cloudapp.azure.com:443 [dev-pm.centralus.cloudapp.azure.com/52.165.229.183] failed: Connection timed out: connect,Thread Group 1-138,text,false,,2798,0,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,0,0,21024
1754427446995,17600,List Providers,200,OK,Thread Group 1-481,text,true,,589,1664,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/provider,17600,0,0
1754427446918,17679,List Providers,200,OK,Thread Group 1-71,text,true,,589,1664,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/provider,17679,0,0
1754427447023,17575,List Providers,200,OK,Thread Group 1-482,text,true,,589,1664,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/provider,17575,0,0
1754427447134,17464,List Providers,200,OK,Thread Group 1-67,text,true,,589,1664,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/provider,17464,0,0
1754427446818,17780,List Providers,200,OK,Thread Group 1-68,text,true,,589,1664,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/provider,17780,0,0
1754427446767,17832,List Providers,200,OK,Thread Group 1-65,text,true,,589,1664,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/provider,17832,0,0
1754427446228,18371,List Providers,200,OK,Thread Group 1-64,text,true,,589,1664,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/provider,18371,0,0
1754427446760,17840,List Providers,200,OK,Thread Group 1-459,text,true,,589,1664,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/provider,17840,0,0
1754427446412,18189,List Providers,200,OK,Thread Group 1-66,text,true,,589,1664,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/provider,18189,0,0
1754427447210,17392,List Providers,200,OK,Thread Group 1-381,text,true,,589,1664,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/provider,17392,0,0
1754427446411,18192,List Providers,200,OK,Thread Group 1-61,text,true,,589,1664,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/provider,18189,0,0
1754427447023,17576,List Providers,200,OK,Thread Group 1-473,text,true,,589,1664,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/provider,17576,0,0
1754427446798,17875,List Providers,200,OK,Thread Group 1-498,text,true,,589,1664,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/provider,17875,0,0
1754427435659,31575,BasicPatientSearch,500,Internal Server Error,Thread Group 1-119,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31574,0,812
1754427435882,31352,BasicPatientSearch,500,Internal Server Error,Thread Group 1-130,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31352,0,797
1754427435738,31497,BasicPatientSearch,500,Internal Server Error,Thread Group 1-124,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31497,0,814
1754427436021,31214,BasicPatientSearch,500,Internal Server Error,Thread Group 1-137,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31214,0,795
1754427435473,31763,BasicPatientSearch,500,Internal Server Error,Thread Group 1-110,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31763,0,802
1754427436403,30832,BasicPatientSearch,500,Internal Server Error,Thread Group 1-156,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,30832,0,811
1754427435313,31924,BasicPatientSearch,500,Internal Server Error,Thread Group 1-102,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31924,0,755
1754427436221,31016,BasicPatientSearch,500,Internal Server Error,Thread Group 1-147,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31016,0,827
1754427435938,31300,BasicPatientSearch,500,Internal Server Error,Thread Group 1-133,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31300,0,860
1754427435980,31258,BasicPatientSearch,500,Internal Server Error,Thread Group 1-135,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31258,0,756
1754427435897,31341,BasicPatientSearch,500,Internal Server Error,Thread Group 1-131,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31341,0,797
1754427443171,24068,BasicPatientSearch,500,Internal Server Error,Thread Group 1-494,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,24068,0,785
1754427439033,28207,BasicPatientSearch,500,Internal Server Error,Thread Group 1-287,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,28207,0,760
1754427438991,28249,BasicPatientSearch,500,Internal Server Error,Thread Group 1-285,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,28249,0,969
1754427443234,24006,BasicPatientSearch,500,Internal Server Error,Thread Group 1-497,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,24006,0,828
1754427435820,31419,BasicPatientSearch,500,Internal Server Error,Thread Group 1-128,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31419,0,768
1754427435558,31682,BasicPatientSearch,500,Internal Server Error,Thread Group 1-114,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31682,0,842
1754427435621,31619,BasicPatientSearch,500,Internal Server Error,Thread Group 1-117,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31619,0,779
1754427435600,31640,BasicPatientSearch,500,Internal Server Error,Thread Group 1-116,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31640,0,800
1754427435778,31462,BasicPatientSearch,500,Internal Server Error,Thread Group 1-125,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31462,0,806
1754427436142,31099,BasicPatientSearch,500,Internal Server Error,Thread Group 1-143,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31099,0,906
1754427435860,31381,BasicPatientSearch,500,Internal Server Error,Thread Group 1-129,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31381,0,819
1754427435701,31540,BasicPatientSearch,500,Internal Server Error,Thread Group 1-122,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31540,0,775
1754427435797,31444,BasicPatientSearch,500,Internal Server Error,Thread Group 1-126,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31444,0,831
1754427435334,31901,BasicPatientSearch,500,Internal Server Error,Thread Group 1-103,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31901,0,741
1754427436481,30761,BasicPatientSearch,500,Internal Server Error,Thread Group 1-160,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,30761,0,831
1754427434953,32289,BasicPatientSearch,500,Internal Server Error,Thread Group 1-83,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,32289,0,758
1754427436478,30765,BasicPatientSearch,500,Internal Server Error,Thread Group 1-161,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,30765,0,925
1754427436061,31182,BasicPatientSearch,500,Internal Server Error,Thread Group 1-139,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31182,0,805
1754427435218,32025,BasicPatientSearch,500,Internal Server Error,Thread Group 1-98,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,32025,0,752
1754427436082,31161,BasicPatientSearch,500,Internal Server Error,Thread Group 1-140,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31161,0,797
1754427436239,31005,BasicPatientSearch,500,Internal Server Error,Thread Group 1-149,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31005,0,923
1754427435659,31585,BasicPatientSearch,500,Internal Server Error,Thread Group 1-120,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31585,0,812
1754427436519,30725,BasicPatientSearch,500,Internal Server Error,Thread Group 1-163,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,30725,0,914
1754427436860,30384,BasicPatientSearch,500,Internal Server Error,Thread Group 1-180,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,30384,0,821
1754427436463,30782,BasicPatientSearch,500,Internal Server Error,Thread Group 1-159,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,30782,0,876
1754427436161,31084,BasicPatientSearch,500,Internal Server Error,Thread Group 1-144,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31084,0,887
1754427435171,32075,BasicPatientSearch,500,Internal Server Error,Thread Group 1-92,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,32075,0,775
1754427434809,32438,BasicPatientSearch,500,Internal Server Error,Thread Group 1-77,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,32438,0,710
1754427436159,31088,BasicPatientSearch,500,Internal Server Error,Thread Group 1-145,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31088,0,993
1754427435117,32131,BasicPatientSearch,500,Internal Server Error,Thread Group 1-93,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,32131,0,731
1754427434790,32458,BasicPatientSearch,500,Internal Server Error,Thread Group 1-76,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,32458,0,729
1754427443239,24011,BasicPatientSearch,500,Internal Server Error,Thread Group 1-499,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,24011,0,847
1754427436559,30690,BasicPatientSearch,500,Internal Server Error,Thread Group 1-165,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,30690,0,888
1754427436123,31127,BasicPatientSearch,500,Internal Server Error,Thread Group 1-142,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31127,0,783
1754427434732,32518,BasicPatientSearch,500,Internal Server Error,Thread Group 1-72,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,32518,0,728
1754427436201,31050,BasicPatientSearch,500,Internal Server Error,Thread Group 1-146,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31050,0,852
1754427435960,31291,BasicPatientSearch,500,Internal Server Error,Thread Group 1-134,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31291,0,817
1754427443051,24202,BasicPatientSearch,500,Internal Server Error,Thread Group 1-488,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,24202,0,817
1754427436259,30993,BasicPatientSearch,500,Internal Server Error,Thread Group 1-150,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,30993,0,953
1754427435454,31799,BasicPatientSearch,500,Internal Server Error,Thread Group 1-109,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,31799,0,781
1754427443292,23962,BasicPatientSearch,500,Internal Server Error,Thread Group 1-500,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,23962,0,824
1754427436662,30591,BasicPatientSearch,500,Internal Server Error,Thread Group 1-169,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,30591,0,796
1754427434674,32579,BasicPatientSearch,500,Internal Server Error,Thread Group 1-69,text,false,,573,1730,500,500,https://dev-pm.centralus.cloudapp.azure.com/api/patient-search/BasicPatientSearch,32579,0,723
